Return_ID,Order_ID,Return_Reason,Refund_Amount,Return_Status
RET-11236,ORD-509297,Size Issue,289334.93,Approved
RET-11237,ORD-509301,Customer Dissatisfaction,4323.66,Approved
RET-11238,ORD-509305,Size Issue,1177.07,Pending
RET-11239,ORD-509321,Defective Product,11317.33,Pending
RET-11240,ORD-509322,Wrong Item,3670.12,Approved
RET-11241,ORD-509333,Damaged in Transit,5980.24,Approved
RET-11242,ORD-509359,Defective Product,54959.31,Approved
RET-11243,ORD-509360,Size Issue,11562.46,Pending
RET-11244,ORD-509384,Late Delivery,57776.0,Approved
RET-11245,ORD-509388,Defective Product,0.0,Rejected
RET-11246,ORD-509402,Late Delivery,8607.57,Approved
RET-11247,ORD-509403,Damaged in Transit,94148.08,Pending
RET-11248,ORD-509415,Late Delivery,0.0,Rejected
RET-11249,ORD-509420,Wrong Item,1906.12,Pending
RET-11250,ORD-509421,Wrong Item,35216.66,Approved
RET-11251,ORD-509432,Customer Dissatisfaction,90332.96,Pending
RET-11252,ORD-509436,Wrong Item,0.0,Rejected
RET-11253,ORD-509446,Customer Dissatisfaction,5116.22,Pending
RET-11254,ORD-509448,Defective Product,33907.66,Approved
RET-11255,ORD-509449,Wrong Item,0.0,Rejected
RET-11256,ORD-509451,Defective Product,8969.05,Approved
RET-11257,ORD-509453,Customer Dissatisfaction,77819.78,Approved
RET-11258,ORD-509458,Size Issue,4500.73,Approved
RET-11259,ORD-509471,Damaged in Transit,0.0,Rejected
RET-11260,ORD-509476,Size Issue,3012.53,Approved
RET-11261,ORD-509478,Damaged in Transit,23622.89,Approved
RET-11262,ORD-509480,Size Issue,1397.82,Pending
RET-11263,ORD-509482,Wrong Item,24128.16,Approved
RET-11264,ORD-509500,Damaged in Transit,34652.16,Approved
RET-11265,ORD-509502,Damaged in Transit,24127.62,Approved
RET-11266,ORD-509503,Wrong Item,58203.16,Pending
RET-11267,ORD-509513,Wrong Item,8446.46,Approved
RET-11268,ORD-509548,Defective Product,23090.16,Approved
RET-11269,ORD-509559,Size Issue,175501.01,Approved
RET-11270,ORD-509561,Late Delivery,3390.07,Approved
RET-11271,ORD-509572,Defective Product,16236.93,Pending
RET-11272,ORD-509587,Defective Product,11825.88,Approved
RET-11273,ORD-509600,Late Delivery,3959.23,Approved
RET-11274,ORD-509615,Customer Dissatisfaction,75356.28,Approved
RET-11275,ORD-509628,Customer Dissatisfaction,39294.84,Approved
RET-11276,ORD-509648,Late Delivery,371.68,Pending
RET-11277,ORD-509649,Customer Dissatisfaction,2151.81,Pending
RET-11278,ORD-509667,Customer Dissatisfaction,6334.31,Approved
RET-11279,ORD-509674,Size Issue,17759.25,Approved
RET-11280,ORD-509677,Damaged in Transit,30056.15,Approved
RET-11281,ORD-509681,Size Issue,93955.36,Approved
RET-11282,ORD-509702,Size Issue,8807.43,Approved
RET-11283,ORD-509709,Size Issue,71408.55,Approved
RET-11284,ORD-509711,Wrong Item,17131.34,Pending
RET-11285,ORD-509721,Customer Dissatisfaction,4889.76,Approved
RET-11286,ORD-509730,Late Delivery,99180.73,Pending
RET-11287,ORD-509736,Size Issue,5898.56,Approved
RET-11288,ORD-509744,Defective Product,316.85,Approved
RET-11289,ORD-509755,Customer Dissatisfaction,133.1,Pending
RET-11290,ORD-509761,Size Issue,3989.85,Pending
RET-11291,ORD-509765,Wrong Item,0.0,Rejected
RET-11292,ORD-509769,Wrong Item,391.62,Approved
RET-11293,ORD-509771,Customer Dissatisfaction,15417.67,Approved
RET-11294,ORD-509772,Customer Dissatisfaction,37173.03,Approved
RET-11295,ORD-509776,Wrong Item,2173.29,Pending
RET-11296,ORD-509797,Damaged in Transit,1857.3,Approved
RET-11297,ORD-509799,Late Delivery,2499.71,Approved
RET-11298,ORD-509816,Customer Dissatisfaction,5152.59,Approved
RET-11299,ORD-509829,Size Issue,24200.71,Approved
RET-11300,ORD-509837,Wrong Item,7976.63,Approved
RET-11301,ORD-509844,Late Delivery,1296.25,Pending
RET-11302,ORD-509845,Customer Dissatisfaction,0.0,Rejected
RET-11303,ORD-509869,Defective Product,376308.03,Approved
RET-11304,ORD-509874,Defective Product,40829.78,Approved
RET-11305,ORD-509877,Wrong Item,12741.82,Approved
RET-11306,ORD-509880,Wrong Item,34044.87,Approved
RET-11307,ORD-509882,Defective Product,4530.8,Approved
RET-11308,ORD-509889,Wrong Item,38733.51,Approved
RET-11309,ORD-509892,Late Delivery,0.0,Rejected
RET-11310,ORD-509896,Late Delivery,0.0,Rejected
RET-11311,ORD-509904,Late Delivery,10404.36,Approved
RET-11312,ORD-509905,Customer Dissatisfaction,15137.08,Pending
RET-11313,ORD-509906,Size Issue,58645.86,Approved
RET-11314,ORD-509913,Late Delivery,26602.67,Approved
RET-11315,ORD-509919,Customer Dissatisfaction,0.0,Rejected
RET-11316,ORD-509929,Wrong Item,119351.73,Approved
RET-11317,ORD-509933,Defective Product,35724.67,Pending
RET-11318,ORD-509938,Wrong Item,226308.67,Approved
RET-11319,ORD-509941,Damaged in Transit,778.15,Pending
RET-11320,ORD-509955,Late Delivery,29662.08,Approved
RET-11321,ORD-509972,Defective Product,4245.79,Approved
RET-11322,ORD-509973,Defective Product,0.0,Rejected
RET-11323,ORD-509980,Defective Product,8815.68,Approved
RET-11324,ORD-509981,Defective Product,18592.26,Pending
RET-11325,ORD-509982,Defective Product,4053.16,Approved
RET-11326,ORD-509985,Defective Product,0.0,Rejected
RET-11327,ORD-509992,Damaged in Transit,36013.99,Approved
RET-11328,ORD-509996,Defective Product,3302.15,Approved
RET-11329,ORD-510007,Wrong Item,0.0,Rejected
RET-11330,ORD-510008,Size Issue,11903.48,Approved
RET-11331,ORD-510012,Late Delivery,7044.31,Approved
RET-11332,ORD-510031,Late Delivery,12919.38,Approved
RET-11333,ORD-510046,Wrong Item,3252.32,Approved
RET-11334,ORD-510057,Late Delivery,11445.71,Approved
RET-11335,ORD-510058,Damaged in Transit,6655.04,Pending
RET-11336,ORD-510060,Damaged in Transit,0.0,Rejected
RET-11337,ORD-510061,Defective Product,8668.3,Pending
RET-11338,ORD-510068,Size Issue,1203.6,Approved
RET-11339,ORD-510073,Damaged in Transit,51286.74,Pending
RET-11340,ORD-510095,Wrong Item,23599.9,Approved
RET-11341,ORD-510099,Wrong Item,13754.36,Approved
RET-11342,ORD-510117,Defective Product,16357.7,Approved
RET-11343,ORD-510138,Late Delivery,7085.59,Pending
RET-11344,ORD-510144,Damaged in Transit,12510.29,Approved
RET-11345,ORD-510147,Size Issue,8932.43,Approved
RET-11346,ORD-510149,Late Delivery,107524.86,Pending
RET-11347,ORD-510153,Damaged in Transit,228293.02,Approved
RET-11348,ORD-510159,Size Issue,83815.54,Approved
RET-11349,ORD-510164,Wrong Item,56927.58,Approved
RET-11350,ORD-510168,Size Issue,73340.85,Approved
RET-11351,ORD-510188,Late Delivery,10381.68,Approved
RET-11352,ORD-510196,Defective Product,1665.45,Approved
RET-11353,ORD-510220,Defective Product,5888.0,Approved
RET-11354,ORD-510230,Late Delivery,5682.74,Approved
RET-11355,ORD-510238,Damaged in Transit,19657.05,Approved
RET-11356,ORD-510243,Damaged in Transit,147.87,Pending
RET-11357,ORD-510258,Damaged in Transit,0.0,Rejected
RET-11358,ORD-510262,Wrong Item,9072.56,Approved
RET-11359,ORD-510264,Customer Dissatisfaction,11344.96,Approved
RET-11360,ORD-510269,Customer Dissatisfaction,20379.05,Pending
RET-11361,ORD-510279,Size Issue,11266.08,Approved
RET-11362,ORD-510289,Late Delivery,59939.9,Approved
RET-11363,ORD-510299,Size Issue,16165.61,Approved
RET-11364,ORD-510302,Customer Dissatisfaction,11172.78,Approved
RET-11365,ORD-510327,Damaged in Transit,3572.87,Approved
RET-11366,ORD-510330,Wrong Item,63868.34,Pending
RET-11367,ORD-510339,Damaged in Transit,22865.23,Pending
RET-11368,ORD-510352,Late Delivery,4532.27,Approved
RET-11369,ORD-510354,Size Issue,2896.14,Approved
RET-11370,ORD-510364,Customer Dissatisfaction,0.0,Rejected
RET-11371,ORD-510382,Late Delivery,97185.71,Approved
RET-11372,ORD-510420,Wrong Item,0.0,Rejected
RET-11373,ORD-510421,Wrong Item,4591.4,Approved
RET-11374,ORD-510424,Wrong Item,8717.38,Pending
RET-11375,ORD-510433,Wrong Item,200961.48,Approved
RET-11376,ORD-510436,Defective Product,2557.54,Approved
RET-11377,ORD-510440,Defective Product,0.0,Rejected
RET-11378,ORD-510441,Defective Product,700.12,Pending
RET-11379,ORD-510444,Late Delivery,0.0,Rejected
RET-11380,ORD-510448,Size Issue,27473.69,Approved
RET-11381,ORD-510450,Wrong Item,0.0,Rejected
RET-11382,ORD-510453,Size Issue,2121.98,Pending
RET-11383,ORD-510456,Customer Dissatisfaction,10905.51,Approved
RET-11384,ORD-510457,Customer Dissatisfaction,32272.05,Approved
RET-11385,ORD-510462,Damaged in Transit,11590.25,Approved
RET-11386,ORD-510467,Late Delivery,0.0,Rejected
RET-11387,ORD-510486,Defective Product,1320.76,Approved
RET-11388,ORD-510492,Defective Product,94759.57,Approved
RET-11389,ORD-510498,Defective Product,33372.03,Approved
RET-11390,ORD-510500,Defective Product,0.0,Rejected
RET-11391,ORD-510504,Customer Dissatisfaction,60912.82,Approved
RET-11392,ORD-510509,Late Delivery,2128.21,Approved
RET-11393,ORD-510515,Customer Dissatisfaction,3607.94,Pending
RET-11394,ORD-510533,Customer Dissatisfaction,841.18,Approved
RET-11395,ORD-510548,Damaged in Transit,8544.76,Approved
RET-11396,ORD-510560,Size Issue,3631.81,Pending
RET-11397,ORD-510561,Defective Product,27849.14,Approved
RET-11398,ORD-510567,Defective Product,0.0,Rejected
RET-11399,ORD-510569,Late Delivery,24963.04,Approved
RET-11400,ORD-510572,Damaged in Transit,18134.34,Approved
RET-11401,ORD-510579,Late Delivery,79947.59,Approved
RET-11402,ORD-510585,Customer Dissatisfaction,928.66,Approved
RET-11403,ORD-510587,Size Issue,0.0,Rejected
RET-11404,ORD-510589,Size Issue,144152.19,Approved
RET-11405,ORD-510592,Size Issue,36310.79,Approved
RET-11406,ORD-510599,Size Issue,8826.42,Pending
RET-11407,ORD-510619,Damaged in Transit,13600.85,Pending
RET-11408,ORD-510622,,33773.6,Approved
RET-11409,ORD-510623,Size Issue,4510.8,Pending
RET-11410,ORD-510626,Late Delivery,45575.01,Approved
RET-11411,ORD-510656,Damaged in Transit,0.0,Rejected
RET-11412,ORD-510669,Damaged in Transit,30499.46,Approved
RET-11413,ORD-510671,Size Issue,13912.42,Approved
RET-11414,ORD-510674,Defective Product,92487.16,Pending
RET-11415,ORD-510684,Late Delivery,19216.58,Approved
RET-11416,ORD-510700,Defective Product,63903.64,Approved
RET-11417,ORD-510701,Late Delivery,152196.22,Approved
RET-11418,ORD-510705,Customer Dissatisfaction,5592.5,Pending
RET-11419,ORD-510710,Size Issue,24881.25,Approved
RET-11420,ORD-510711,Damaged in Transit,18669.12,Approved
RET-11421,ORD-510713,Customer Dissatisfaction,184879.55,Approved
RET-11422,ORD-510725,Wrong Item,1166.78,Approved
RET-11423,ORD-510726,Defective Product,18716.4,Approved
RET-11424,ORD-510732,Defective Product,12741.36,Approved
RET-11425,ORD-510734,Defective Product,816.6,Approved
RET-11426,ORD-510747,Defective Product,15690.11,Approved
RET-11427,ORD-510749,Customer Dissatisfaction,6527.21,Approved
RET-11428,ORD-510752,Late Delivery,287483.08,Approved
RET-11429,ORD-510755,Wrong Item,3646.22,Approved
RET-11430,ORD-510771,Late Delivery,30724.76,Pending
RET-11431,ORD-510785,Damaged in Transit,125479.26,Approved
RET-11432,ORD-510793,Customer Dissatisfaction,0.0,Rejected
RET-11433,ORD-510810,Damaged in Transit,154633.32,Pending
RET-11434,ORD-510837,Defective Product,24307.01,Approved
RET-11435,ORD-510841,Late Delivery,15910.03,Approved
RET-11436,ORD-510847,Size Issue,8043.21,Approved
RET-11437,ORD-510893,Customer Dissatisfaction,8798.2,Approved
RET-11438,ORD-510897,Wrong Item,18404.13,Approved
RET-11439,ORD-510912,Late Delivery,4826.88,Pending
RET-11440,ORD-510915,Late Delivery,1222.36,Approved
RET-11441,ORD-510932,Customer Dissatisfaction,0.0,Rejected
RET-11442,ORD-510953,Size Issue,2271.09,Approved
RET-11443,ORD-510960,Size Issue,117152.04,Approved
RET-11444,ORD-510965,Size Issue,6130.64,Approved
RET-11445,ORD-510972,Size Issue,1854.5,Approved
RET-11446,ORD-510989,Late Delivery,22931.37,Approved
RET-11447,ORD-510992,Customer Dissatisfaction,18699.44,Approved
RET-11448,ORD-510995,Size Issue,0.0,Rejected
RET-11449,ORD-511018,Damaged in Transit,180058.17,Approved
RET-11450,ORD-511021,Size Issue,4625.21,Pending
RET-11451,ORD-511027,Size Issue,12434.83,Approved
RET-11452,ORD-511032,Wrong Item,47622.54,Approved
RET-11453,ORD-511033,Size Issue,1951.46,Approved
RET-11454,ORD-511040,Defective Product,21748.88,Approved
RET-11455,ORD-511065,Size Issue,2100.9,Pending
RET-11456,ORD-511071,Size Issue,3532.05,Pending
RET-11457,ORD-511072,Damaged in Transit,175202.27,Approved
RET-11458,ORD-511075,Wrong Item,14843.92,Approved
RET-11459,ORD-511076,Customer Dissatisfaction,2000.56,Pending
RET-11460,ORD-511094,Wrong Item,7454.4,Pending
RET-11461,ORD-511097,Defective Product,0.0,Rejected
RET-11462,ORD-511115,Customer Dissatisfaction,0.0,Rejected
RET-11463,ORD-511116,Customer Dissatisfaction,47883.55,Approved
RET-11464,ORD-511119,Customer Dissatisfaction,211.34,Approved
RET-11465,ORD-511122,Customer Dissatisfaction,190362.11,Approved
RET-11466,ORD-511157,Wrong Item,92085.36,Approved
RET-11467,ORD-511159,Customer Dissatisfaction,204722.88,Approved
RET-11468,ORD-511170,Damaged in Transit,41502.28,Approved
RET-11469,ORD-511175,Size Issue,675.47,Approved
RET-11470,ORD-511186,Damaged in Transit,250976.21,Approved
RET-11471,ORD-511191,Defective Product,15043.35,Approved
RET-11472,ORD-511197,Defective Product,17010.64,Approved
RET-11473,ORD-511211,Size Issue,83231.24,Approved
RET-11474,ORD-511220,Customer Dissatisfaction,10381.37,Approved
RET-11475,ORD-511222,Size Issue,5670.94,Approved
RET-11476,ORD-511268,Defective Product,62788.36,Approved
RET-11477,ORD-511270,Late Delivery,253979.02,Approved
RET-11478,ORD-511274,Late Delivery,68015.94,Approved
RET-11479,ORD-511287,Defective Product,11571.07,Approved
RET-11480,ORD-511289,Late Delivery,54846.28,Approved
RET-11481,ORD-511304,Damaged in Transit,3052.34,Pending
RET-11482,ORD-511306,Customer Dissatisfaction,218153.43,Approved
RET-11483,ORD-511308,Wrong Item,7896.22,Pending
RET-11484,ORD-511331,Late Delivery,0.0,Rejected
RET-11485,ORD-511338,Customer Dissatisfaction,35934.12,Approved
RET-11486,ORD-511344,Wrong Item,14241.66,Approved
RET-11487,ORD-511359,Defective Product,1947.15,Approved
RET-11488,ORD-511365,Customer Dissatisfaction,117752.8,Approved
RET-11489,ORD-511374,Customer Dissatisfaction,3390.69,Approved
RET-11490,ORD-511380,Size Issue,2908.71,Approved
RET-11491,ORD-511387,Customer Dissatisfaction,9683.81,Approved
RET-11492,ORD-511418,Wrong Item,15450.25,Approved
RET-11493,ORD-511428,Late Delivery,0.0,Rejected
RET-11494,ORD-511431,Late Delivery,6512.68,Approved
RET-11495,ORD-511440,Damaged in Transit,45290.43,Approved
RET-11496,ORD-511441,Defective Product,120030.4,Approved
RET-11497,ORD-511446,Wrong Item,31364.9,Approved
RET-11498,ORD-511460,Wrong Item,0.0,Rejected
RET-11499,ORD-511461,Size Issue,31119.27,Approved
RET-11500,ORD-511467,Wrong Item,10269.06,Approved
RET-11501,ORD-511469,Size Issue,5432.23,Approved
RET-11502,ORD-511478,Damaged in Transit,12162.22,Approved
RET-11503,ORD-511479,Damaged in Transit,2686.96,Approved
RET-11504,ORD-511481,Size Issue,2441.73,Approved
RET-11505,ORD-511482,Damaged in Transit,26558.06,Approved
RET-11506,ORD-511494,Damaged in Transit,70695.38,Approved
RET-11507,ORD-511502,Late Delivery,55683.1,Approved
RET-11508,ORD-511506,Wrong Item,0.0,Rejected
RET-11509,ORD-511516,Late Delivery,38471.2,Approved
RET-11510,ORD-511519,Customer Dissatisfaction,12190.25,Approved
RET-11511,ORD-511535,Size Issue,18562.84,Approved
RET-11512,ORD-511537,Wrong Item,13966.65,Approved
RET-11513,ORD-511547,Late Delivery,3785.01,Approved
RET-11514,ORD-511552,Customer Dissatisfaction,6275.4,Approved
RET-11515,ORD-511558,Size Issue,51880.43,Pending
RET-11516,ORD-511562,Customer Dissatisfaction,6139.71,Approved
RET-11517,ORD-511565,Size Issue,18822.87,Approved
RET-11518,ORD-511569,Damaged in Transit,8411.78,Approved
RET-11519,ORD-511579,Damaged in Transit,1605.64,Approved
RET-11520,ORD-511590,Defective Product,36288.31,Approved
RET-11521,ORD-511593,Late Delivery,1878.69,Pending
RET-11522,ORD-511606,Defective Product,236559.4,Approved
RET-11523,ORD-511607,Late Delivery,50818.41,Approved
RET-11524,ORD-511608,Wrong Item,2000.05,Approved
RET-11525,ORD-511618,Customer Dissatisfaction,4427.51,Approved
RET-11526,ORD-511627,Damaged in Transit,8909.29,Approved
RET-11527,ORD-511632,Damaged in Transit,0.0,Rejected
RET-11528,ORD-511644,Defective Product,7323.91,Approved
RET-11529,ORD-511655,Damaged in Transit,70134.95,Approved
RET-11530,ORD-511663,Size Issue,5113.36,Approved
RET-11531,ORD-511667,Defective Product,581.14,Approved
RET-11532,ORD-511670,Late Delivery,124700.2,Approved
RET-11533,ORD-511672,Late Delivery,4027.75,Approved
RET-11534,ORD-511689,Wrong Item,99348.38,Approved
RET-11535,ORD-511698,Size Issue,0.0,Rejected
RET-11536,ORD-511707,Defective Product,3422.94,Approved
RET-11537,ORD-511708,Customer Dissatisfaction,0.0,Rejected
RET-11538,ORD-511709,Wrong Item,20934.74,Approved
RET-11539,ORD-511719,Defective Product,8568.35,Approved
RET-11540,ORD-511723,Damaged in Transit,0.0,Rejected
RET-11541,ORD-511725,Wrong Item,1984.6,Approved
RET-11542,ORD-511726,Damaged in Transit,8384.48,Approved
RET-11543,ORD-511738,Size Issue,0.0,Rejected
RET-11544,ORD-511741,Customer Dissatisfaction,6336.3,Approved
RET-11545,ORD-511747,Damaged in Transit,72798.4,Approved
RET-11546,ORD-511757,Size Issue,8692.66,Approved
RET-11547,ORD-511760,Defective Product,77923.35,Approved
RET-11548,ORD-511761,Damaged in Transit,3982.38,Approved
RET-11549,ORD-511768,Damaged in Transit,62031.04,Approved
RET-11550,ORD-511773,Wrong Item,3658.2,Approved
RET-11551,ORD-511775,Defective Product,211861.94,Approved
RET-11552,ORD-511778,Damaged in Transit,89494.83,Approved
RET-11553,ORD-511780,Late Delivery,3262.38,Approved
RET-11554,ORD-511782,Wrong Item,25350.29,Approved
RET-11555,ORD-511788,Late Delivery,8162.7,Approved
RET-11556,ORD-511798,Size Issue,154816.05,Approved
RET-11557,ORD-511804,Late Delivery,47554.11,Approved
RET-11558,ORD-511813,Customer Dissatisfaction,61143.21,Approved
RET-11559,ORD-511836,Late Delivery,20887.6,Approved
RET-11560,ORD-511848,Defective Product,4281.81,Pending
RET-11561,ORD-511852,Size Issue,0.0,Rejected
RET-11562,ORD-511856,Customer Dissatisfaction,21876.36,Approved
RET-11563,ORD-511867,Defective Product,0.0,Rejected
RET-11564,ORD-511871,Defective Product,121479.37,Approved
RET-11565,ORD-511877,Customer Dissatisfaction,14854.13,Approved
RET-11566,ORD-511884,Customer Dissatisfaction,13259.04,Approved
RET-11567,ORD-511903,Wrong Item,12298.38,Approved
RET-11568,ORD-511932,Damaged in Transit,18017.15,Approved
RET-11569,ORD-511942,Wrong Item,201807.6,Approved
RET-11570,ORD-511943,Wrong Item,3398.77,Approved
RET-11571,ORD-511947,Defective Product,2897.88,Approved
RET-11572,ORD-511954,Size Issue,37749.81,Pending
RET-11573,ORD-511956,Wrong Item,51553.32,Approved
RET-11574,ORD-511978,Wrong Item,25318.63,Approved
RET-11575,ORD-511993,Customer Dissatisfaction,1601.92,Pending
RET-11576,ORD-512001,Size Issue,3407.01,Pending
RET-11577,ORD-512004,Damaged in Transit,77894.23,Approved
RET-11578,ORD-512019,Wrong Item,14263.5,Approved
RET-11579,ORD-512021,Wrong Item,30278.42,Pending
RET-11580,ORD-512022,Customer Dissatisfaction,2838.47,Approved
RET-11581,ORD-512023,Defective Product,104102.99,Approved
RET-11582,ORD-512024,Wrong Item,6869.95,Approved
RET-11583,ORD-512026,Damaged in Transit,5048.55,Approved
RET-11584,ORD-512028,Damaged in Transit,15897.02,Approved
RET-11585,ORD-512039,Customer Dissatisfaction,39971.04,Approved
RET-11586,ORD-512041,Wrong Item,39288.31,Approved
RET-11587,ORD-512042,Defective Product,7865.86,Approved
RET-11588,ORD-512045,Late Delivery,66900.72,Approved
RET-11589,ORD-512047,,152529.24,Approved
RET-11590,ORD-512050,Defective Product,1822.61,Approved
RET-11591,ORD-512051,Damaged in Transit,9788.39,Approved
RET-11592,ORD-512060,Damaged in Transit,9422.24,Approved
RET-11593,ORD-512067,Wrong Item,15518.11,Approved
RET-11594,ORD-512072,Wrong Item,0.0,Rejected
RET-11595,ORD-512074,Wrong Item,4544.19,Approved
RET-11596,ORD-512077,Customer Dissatisfaction,24241.27,Pending
RET-11597,ORD-512084,Customer Dissatisfaction,3695.39,Approved
RET-11598,ORD-512091,Customer Dissatisfaction,7067.96,Approved
RET-11599,ORD-512092,Defective Product,15418.28,Approved
RET-11600,ORD-512112,Defective Product,4585.14,Approved
RET-11601,ORD-512118,Defective Product,21149.74,Approved
RET-11602,ORD-512120,Late Delivery,0.0,Rejected
RET-11603,ORD-512123,Late Delivery,7796.8,Pending
RET-11604,ORD-512132,Late Delivery,828.95,Pending
RET-11605,ORD-512132,Customer Dissatisfaction,780.28,Pending
RET-11606,ORD-512133,Customer Dissatisfaction,3694.8,Approved
RET-11607,ORD-512135,Wrong Item,0.0,Rejected
RET-11608,ORD-512144,Late Delivery,9085.42,Approved
RET-11609,ORD-512147,Defective Product,11742.0,Approved
RET-11610,ORD-512148,Damaged in Transit,3956.45,Approved
RET-11611,ORD-512153,Defective Product,8960.42,Approved
RET-11612,ORD-512161,Late Delivery,0.0,Rejected
RET-11613,ORD-512165,Wrong Item,25009.98,Pending
RET-11614,ORD-512179,Size Issue,37193.08,Approved
RET-11615,ORD-512192,Customer Dissatisfaction,0.0,Rejected
RET-11616,ORD-512193,Late Delivery,7020.56,Approved
RET-11617,ORD-512195,Damaged in Transit,665.56,Approved
RET-11618,ORD-512198,Wrong Item,0.0,Rejected
RET-11619,ORD-512204,Defective Product,1992.14,Approved
RET-11620,ORD-512214,Customer Dissatisfaction,10179.74,Pending
RET-11621,ORD-512220,Wrong Item,3819.81,Approved
RET-11622,ORD-512223,Wrong Item,601.33,Approved
RET-11623,ORD-512224,Defective Product,60715.53,Approved
RET-11624,ORD-512238,Damaged in Transit,22950.91,Approved
RET-11625,ORD-512240,Defective Product,16863.33,Approved
RET-11626,ORD-512255,,419212.46,Approved
RET-11627,ORD-512265,Late Delivery,16538.18,Pending
RET-11628,ORD-512272,Wrong Item,15098.29,Approved
RET-11629,ORD-512290,Customer Dissatisfaction,20945.79,Approved
RET-11630,ORD-512292,Damaged in Transit,9535.21,Approved
RET-11631,ORD-512294,Customer Dissatisfaction,10210.28,Approved
RET-11632,ORD-512295,Wrong Item,103655.2,Approved
RET-11633,ORD-512309,Defective Product,0.0,Rejected
RET-11634,ORD-512316,Defective Product,55086.77,Approved
RET-11635,ORD-512318,Wrong Item,173088.49,Approved
RET-11636,ORD-512322,Customer Dissatisfaction,1322.63,Approved
RET-11637,ORD-512327,Defective Product,1709.28,Approved
RET-11638,ORD-512344,Late Delivery,17063.45,Approved
RET-11639,ORD-512354,Defective Product,137548.46,Approved
RET-11640,ORD-512357,Wrong Item,0.0,Rejected
RET-11641,ORD-512368,Late Delivery,801.56,Pending
RET-11642,ORD-512369,Damaged in Transit,0.0,Rejected
RET-11643,ORD-512371,Damaged in Transit,56320.14,Approved
RET-11644,ORD-512373,Customer Dissatisfaction,18450.73,Approved
RET-11645,ORD-512375,Customer Dissatisfaction,77540.5,Approved
RET-11646,ORD-512380,Late Delivery,4559.67,Approved
RET-11647,ORD-512384,Damaged in Transit,13097.13,Approved
RET-11648,ORD-512398,Defective Product,269129.29,Approved
RET-11649,ORD-512402,Wrong Item,8158.31,Approved
RET-11650,ORD-512408,Defective Product,0.0,Rejected
RET-11651,ORD-512412,Size Issue,37560.83,Pending
RET-11652,ORD-512424,Defective Product,14338.34,Approved
RET-11653,ORD-512437,Late Delivery,0.0,Rejected
RET-11654,ORD-512448,Customer Dissatisfaction,0.0,Rejected
RET-11655,ORD-512450,Size Issue,20011.18,Approved
RET-11656,ORD-512452,Size Issue,3160.1,Approved
RET-11657,ORD-512463,Size Issue,11320.47,Approved
RET-11658,ORD-512471,Late Delivery,57137.1,Approved
RET-11659,ORD-512480,Damaged in Transit,21465.05,Approved
RET-11660,ORD-512481,Customer Dissatisfaction,14038.5,Approved
RET-11661,ORD-512484,Late Delivery,832.87,Approved
RET-11662,ORD-512486,Customer Dissatisfaction,12745.67,Approved
RET-11663,ORD-512494,Defective Product,2245.51,Approved
RET-11664,ORD-512495,Damaged in Transit,0.0,Rejected
RET-11665,ORD-512499,Wrong Item,88493.37,Approved
RET-11666,ORD-512509,Late Delivery,4535.45,Approved
RET-11667,ORD-512513,Customer Dissatisfaction,14676.78,Approved
RET-11668,ORD-512521,Wrong Item,21007.94,Approved
RET-11669,ORD-512522,Size Issue,0.0,Rejected
RET-11670,ORD-512523,Wrong Item,5185.64,Pending
RET-11671,ORD-512524,Late Delivery,34953.72,Pending
RET-11672,ORD-512536,Late Delivery,7632.37,Approved
RET-11673,ORD-512537,Wrong Item,0.0,Rejected
RET-11674,ORD-512551,Damaged in Transit,6561.15,Approved
RET-11675,ORD-512553,Wrong Item,33470.28,Pending
RET-11676,ORD-512561,Late Delivery,10450.39,Approved
RET-11677,ORD-512567,Damaged in Transit,39129.53,Approved
RET-11678,ORD-512569,Damaged in Transit,5331.37,Approved
RET-11679,ORD-512570,Customer Dissatisfaction,2512.55,Approved
RET-11680,ORD-512573,Customer Dissatisfaction,90847.94,Approved
RET-11681,ORD-512579,Late Delivery,26051.28,Approved
RET-11682,ORD-512582,Defective Product,2681.83,Pending
RET-11683,ORD-512585,Size Issue,180735.15,Approved
RET-11684,ORD-512586,Wrong Item,35574.09,Approved
RET-11685,ORD-512587,Wrong Item,0.0,Rejected
RET-11686,ORD-512590,Customer Dissatisfaction,81714.56,Approved
RET-11687,ORD-512599,Wrong Item,12778.94,Approved
RET-11688,ORD-512602,Late Delivery,296962.83,Approved
RET-11689,ORD-512615,Defective Product,17001.55,Approved
RET-11690,ORD-512619,Defective Product,197132.11,Approved
RET-11691,ORD-512624,Wrong Item,20486.31,Approved
RET-11692,ORD-512637,Late Delivery,119933.01,Approved
RET-11693,ORD-512647,Customer Dissatisfaction,42757.65,Approved
RET-11694,ORD-512667,Size Issue,301456.23,Approved
RET-11695,ORD-512668,Wrong Item,0.0,Rejected
RET-11696,ORD-512676,Late Delivery,2900.12,Pending
RET-11697,ORD-512684,Late Delivery,43023.98,Approved
RET-11698,ORD-512692,Wrong Item,76606.57,Approved
RET-11699,ORD-512694,Size Issue,30047.88,Pending
RET-11700,ORD-512700,Size Issue,76337.36,Approved
RET-11701,ORD-512711,Wrong Item,0.0,Rejected
RET-11702,ORD-512720,Damaged in Transit,2964.2,Approved
RET-11703,ORD-512721,Late Delivery,4656.12,Approved
RET-11704,ORD-512723,Wrong Item,1005.12,Approved
RET-11705,ORD-512727,Wrong Item,9677.96,Approved
