Product_ID,Product_Name,Category,Sub_Category,Supplier,Manufacturing_Cost,Retail_Price
PRD-10308,Marker Kit 840,Office Supplies,Stationery,Corporate Essentials,8748.43,11671.93
PRD-10309,Luxury Sofa 956,Furniture,Sofas,Elite Furnishings,4931.74,6191.19
PRD-10310,Canvas Art 405,Home Decor,Wall Art,DecorNova,16182.17,24465.68
PRD-10311,Charger 237,Fashion,Accessories,TrendHive India,1085.7,1545.25
PRD-10312,Executive Chair 848,Furniture,Chairs,WoodCraft India,19782.66,25656.22
PRD-10313,Office Chair 909,Furniture,Chairs,UrbanSpace Furniture,31676.23,40348.63
PRD-10314,Coffee Table 515,Furniture,Tables,UrbanSpace Furniture,24201.67,32660.01
PRD-10315,Smart Watch 243,Electronics,Smart Devices,,7751.24,8393.17
PRD-10316,Organic Mix 437,Grocery,Packaged Food,DailyNeeds Supply,1432.43,1590.81
PRD-10317,Gaming Mouse 163,Electronics,Accessories,ElectroHub Supply,43375.81,48545.11
PRD-10318,Decor Sculpture 806,Home Decor,Decorative Items,CraftEdge Home,2411.29,3391.71
PRD-10319,Notebook 589,Office Supplies,Stationery,OfficePro India,5372.91,6439.4
PRD-10320,Inkjet Printer 875,Office Supplies,Printers,Stationery Hub,2765.51,3389.01
PRD-10321,Coffee Table 994,Furniture,Tables,UrbanSpace Furniture,2963.42,3747.0
PRD-10322,File Organizer 677,Office Supplies,Storage Items,Stationery Hub,2193.34,2666.0
PRD-10323,Marker Kit 253,Office Supplies,Stationery,Corporate Essentials,1285.65,1707.48
PRD-10324,Snacks Pack 834,Grocery,Packaged Food,PrimeGrocers Ltd,1195.31,1304.23
PRD-10325,Inkjet Printer 235,Office Supplies,Printers,OfficePro India,7912.8,9888.53
PRD-10326,Smart Hub 122,Electronics,Smart Devices,ElectroHub Supply,11519.02,12899.27
PRD-10327,Pen Set 452,Office Supplies,Stationery,OfficePro India,5909.73,7677.26
PRD-10328,XPhone 393,Electronics,Mobile Phones,ByteKart Technologies,37374.47,39863.07
PRD-10329,Decor Sculpture 491,Home Decor,Decorative Items,Aura Living,5890.39,8111.53
PRD-10330,UltraBook 282,Electronics,Laptops,ElectroHub Supply,53443.79,60081.57
PRD-10331,Office Chair 574,Furniture,Chairs,Elite Furnishings,19092.64,26678.2
PRD-10332,Laser Printer 571,Office Supplies,Printers,OfficePro India,6097.17,7301.03
PRD-10333,Wall Light 529,Home Decor,Lighting,DecorNova,2305.11,3004.71
PRD-10334,Dining Table 708,Furniture,Tables,Elite Furnishings,13805.97,17010.84
PRD-10335,Wall Light 145,Home Decor,Lighting,DecorNova,3975.37,5365.89
PRD-10336,PowerLite 935,Electronics,Laptops,ElectroHub Supply,18003.02,21001.95
PRD-10337,Abstract Painting 997,Home Decor,Wall Art,DecorNova,1880.6,2695.99
PRD-10338,Sandals 705,Fashion,Footwear,UrbanStyle Wholesale,2169.9,3675.45
PRD-10339,Decor Sculpture 148,Home Decor,Decorative Items,Aura Living,2507.17,3483.08
PRD-10340,Inkjet Printer 518,Office Supplies,Printers,Corporate Essentials,9697.76,12831.12
PRD-10341,Laser Printer 407,Office Supplies,Printers,OfficePro India,8189.01,9839.76
PRD-10342,Organic Mix 526,Grocery,Packaged Food,PrimeGrocers Ltd,358.36,390.68
PRD-10343,Cabinet 762,Furniture,Storage,Elite Furnishings,46610.05,61122.21
PRD-10344,Jeans 152,Fashion,Men Clothing,TrendHive India,2943.74,4262.51
PRD-10345,Notebook 923,Office Supplies,Stationery,OfficePro India,7717.98,9164.4
PRD-10346,Notebook 990,Office Supplies,Stationery,Stationery Hub,3304.42,4081.25
PRD-10347,UltraBook 864,Electronics,Laptops,Nova Imports,43070.78,46581.62
PRD-10348,Storage Box 345,Office Supplies,Storage Items,OfficePro India,1236.88,1573.46
PRD-10349,Energy Drink 467,Grocery,Beverages,PrimeGrocers Ltd,591.49,640.18
PRD-10350,Energy Drink 580,Grocery,Beverages,FreshKart Distributors,325.64,349.51
PRD-10351,Cabinet 146,Furniture,Storage,WoodCraft India,27564.29,33362.84
PRD-10352,Gaming Chair 698,Furniture,Chairs,WoodCraft India,18157.01,22276.53
PRD-10353,Dining Table 488,Furniture,Tables,WoodCraft India,5042.0,7048.68
PRD-10354,Storage Box 363,Office Supplies,Storage Items,Corporate Essentials,3291.3,4318.1
PRD-10355,Decor Sculpture 571,Home Decor,Decorative Items,CraftEdge Home,5316.42,7913.63
PRD-10356,Vase 655,Home Decor,Decorative Items,Aura Living,15276.49,22280.36
PRD-10357,SmartOne 240,Electronics,Mobile Phones,TechCore India,40368.21,44547.91
PRD-10358,ZenPro 161,Electronics,Laptops,ByteKart Technologies,31165.12,36489.33
PRD-10359,Detergent 106,Grocery,Household Essentials,DailyNeeds Supply,1664.63,1859.15
PRD-10360,Wireless Earbuds 614,Electronics,Accessories,ElectroHub Supply,14322.29,16399.2
PRD-10361,Gaming Chair 252,Furniture,Chairs,Elite Furnishings,47040.34,58153.46
PRD-10362,Running Shoes 180,Fashion,Footwear,FashionNest Apparel,519.18,835.56
PRD-10363,Notebook 407,Office Supplies,Stationery,Corporate Essentials,5787.28,7629.75
PRD-10364,Vase 515,Home Decor,Decorative Items,DecorNova,3053.52,4666.83
PRD-10365,ThinkEdge 965,Electronics,Laptops,TechCore India,20122.05,21556.25
PRD-10366,Nova 988,Electronics,Mobile Phones,Nova Imports,17319.93,20020.02
PRD-10367,Gaming Mouse 970,Electronics,Accessories,TechCore India,54889.79,61366.7
PRD-10368,Abstract Painting 266,Home Decor,Wall Art,DecorNova,7368.96,11473.62
PRD-10369,Decor Sculpture 873,Home Decor,Decorative Items,Aura Living,8031.17,12334.35
PRD-10370,Wireless Earbuds 547,Electronics,Accessories,TechCore India,37935.12,41690.8
PRD-10371,Storage Box 130,Office Supplies,Storage Items,Stationery Hub,4680.53,5664.73
PRD-10372,Coffee 666,Grocery,Beverages,FreshKart Distributors,1500.27,1613.16
PRD-10373,Decor Sculpture 187,Home Decor,Decorative Items,CraftEdge Home,4874.59,7628.01
PRD-10374,Nova 489,Electronics,Mobile Phones,ElectroHub Supply,33791.84,37869.23
PRD-10375,Sneakers 105,Fashion,Footwear,UrbanStyle Wholesale,4551.07,7138.28
PRD-10376,T-Shirt 291,Fashion,Men Clothing,UrbanStyle Wholesale,761.11,1277.86
PRD-10377,Laser Printer 191,Office Supplies,Printers,OfficePro India,6314.31,7684.4
PRD-10378,Laser Printer 398,Office Supplies,Printers,Stationery Hub,1478.79,1935.45
PRD-10379,Vase 801,Home Decor,Decorative Items,DecorNova,12515.43,17981.06
PRD-10380,Snacks Pack 545,Grocery,Packaged Food,FreshKart Distributors,1789.91,1970.64
PRD-10381,Gaming Mouse 838,Electronics,Accessories,ElectroHub Supply,16375.62,17858.0
PRD-10382,UltraBook 505,Electronics,Laptops,ElectroHub Supply,23636.69,27104.5
PRD-10383,Charger 935,Fashion,Accessories,FashionNest Apparel,360.96,559.29
PRD-10384,Pen Set 717,Office Supplies,Stationery,Stationery Hub,7648.34,10136.75
PRD-10385,Top 398,Fashion,Women Clothing,FashionNest Apparel,1841.99,3016.15
PRD-10386,Pen Set 387,Office Supplies,Stationery,Stationery Hub,1195.25,1576.88
PRD-10387,UltraBook 844,Electronics,Laptops,Nova Imports,14561.65,16041.8
PRD-10388,Hoodie 242,Fashion,Men Clothing,FashionNest Apparel,4027.02,5647.78
PRD-10389,Pendant Light 908,Home Decor,Lighting,CraftEdge Home,4816.25,7237.8
PRD-10390,Inkjet Printer 656,Office Supplies,Printers,Corporate Essentials,7228.36,9239.5
PRD-10391,Vase 211,Home Decor,Decorative Items,CraftEdge Home,13970.78,20117.27
PRD-10392,Decor Sculpture 870,Home Decor,Decorative Items,DecorNova,5260.44,7212.03
PRD-10393,Gaming Mouse 556,Electronics,Accessories,Nova Imports,18619.83,21749.8
PRD-10394,Decor Sculpture 125,Home Decor,Decorative Items,DecorNova,11792.82,16395.53
PRD-10395,PixelMax 419,Electronics,Mobile Phones,Nova Imports,39650.44,46515.79
PRD-10396,Charger 839,Fashion,Accessories,UrbanStyle Wholesale,936.09,1455.79
PRD-10397,T-Shirt 123,Fashion,Men Clothing,TrendHive India,2628.27,4110.64
PRD-10398,LED Lamp 628,Home Decor,Lighting,CraftEdge Home,656.77,1021.44
PRD-10399,Instant Meal 288,Grocery,Packaged Food,DailyNeeds Supply,1865.59,2016.45
PRD-10400,Instant Meal 302,Grocery,Packaged Food,PrimeGrocers Ltd,1399.37,1557.53
PRD-10401,ZenPro 870,Electronics,Laptops,Nova Imports,58042.9,62096.04
PRD-10402,Pen Set 301,Office Supplies,Stationery,Stationery Hub,5805.25,7380.46
PRD-10403,Cleaner 711,Grocery,Household Essentials,PrimeGrocers Ltd,859.78,942.56
PRD-10404,Charger 732,Electronics,Accessories,ElectroHub Supply,75077.53,87865.03
PRD-10405,File Organizer 420,Office Supplies,Storage Items,OfficePro India,4563.31,5351.15
PRD-10406,Wardrobe 623,Furniture,Storage,UrbanSpace Furniture,49272.38,67393.76
PRD-10407,Laser Printer 598,Office Supplies,Printers,Stationery Hub,1334.16,1779.99
PRD-10408,LED Lamp 601,Home Decor,Lighting,CraftEdge Home,17436.96,24962.64
PRD-10409,Notebook 596,Office Supplies,Stationery,Stationery Hub,5953.63,7321.78
PRD-10410,Storage Box 518,Office Supplies,Storage Items,Corporate Essentials,642.14,781.51
PRD-10411,Juice 678,Grocery,Beverages,FreshKart Distributors,1609.65,1658.61
PRD-10412,Jeans 650,Fashion,Men Clothing,FashionNest Apparel,1800.8,2682.04
PRD-10413,File Organizer 686,Office Supplies,Storage Items,Stationery Hub,5420.22,7230.42
PRD-10414,Hoodie 659,Fashion,Men Clothing,TrendHive India,1862.46,2740.49
PRD-10415,Decor Sculpture 995,Home Decor,Decorative Items,DecorNova,14828.77,20883.01
PRD-10416,Smart Watch 314,Electronics,Smart Devices,TechCore India,21845.36,24222.51
PRD-10417,Decor Sculpture 269,Home Decor,Decorative Items,CraftEdge Home,3074.88,4033.43
PRD-10418,Gaming Mouse 431,Electronics,Accessories,ElectroHub Supply,42377.58,46804.36
PRD-10419,File Organizer 868,Office Supplies,Storage Items,OfficePro India,9156.97,11194.2
PRD-10420,Kurti 355,Fashion,Women Clothing,TrendHive India,2986.82,4693.17
PRD-10421,Luxury Sofa 691,Furniture,Sofas,WoodCraft India,2628.53,3503.06
PRD-10422,Energy Drink 913,Grocery,Beverages,FreshKart Distributors,372.51,415.91
PRD-10423,Storage Box 565,Office Supplies,Storage Items,Stationery Hub,1571.76,1937.86
PRD-10424,PixelMax 970,Electronics,Mobile Phones,ByteKart Technologies,11401.23,11629.25
PRD-10425,Organic Mix 430,Grocery,Packaged Food,DailyNeeds Supply,1014.35,1099.13
PRD-10426,Pen Set 907,Office Supplies,Stationery,Corporate Essentials,764.06,993.27
PRD-10427,SmartOne 116,Electronics,Mobile Phones,TechCore India,20742.92,24201.74
PRD-10428,Smart Hub 235,Electronics,Smart Devices,Nova Imports,20385.47,21910.09
PRD-10429,Jacket 356,Fashion,Men Clothing,TrendHive India,375.44,568.88
PRD-10430,Pendant Light 740,Home Decor,Lighting,DecorNova,11427.37,14547.02
PRD-10431,LED Lamp 101,Home Decor,Lighting,CraftEdge Home,15577.89,21943.81
PRD-10432,File Organizer 108,Office Supplies,Storage Items,Stationery Hub,5291.46,6551.63
PRD-10433,Cleaner 172,Grocery,Household Essentials,FreshKart Distributors,813.51,878.89
PRD-10434,PixelMax 406,Electronics,Mobile Phones,ElectroHub Supply,16643.02,17868.79
PRD-10435,Coffee Table 676,Furniture,Tables,Elite Furnishings,43365.71,41197.42
PRD-10436,Juice 743,Grocery,Beverages,PrimeGrocers Ltd,759.15,800.42
PRD-10437,File Organizer 188,Office Supplies,Storage Items,Stationery Hub,6475.6,7976.3
PRD-10438,Smart Camera 422,Electronics,Smart Devices,ElectroHub Supply,6903.98,7389.33
PRD-10439,Wardrobe 968,Furniture,Storage,UrbanSpace Furniture,36366.67,48432.58
PRD-10440,Study Table 402,Furniture,Tables,UrbanSpace Furniture,3300.61,4107.26
PRD-10441,Luxury Sofa 346,Furniture,Sofas,WoodCraft India,13091.59,17469.14
PRD-10442,Pen Set 235,Office Supplies,Stationery,Stationery Hub,295.13,345.54
PRD-10443,Energy Drink 276,Grocery,Beverages,PrimeGrocers Ltd,1603.83,1677.72
PRD-10444,XPhone 368,Electronics,Mobile Phones,TechCore India,53955.96,58324.44
PRD-10445,Tissue Pack 829,Grocery,Household Essentials,DailyNeeds Supply,216.89,228.14
PRD-10446,Canvas Art 384,Home Decor,Wall Art,DecorNova,14528.66,22512.07
PRD-10447,Bookshelf 749,Furniture,Storage,WoodCraft India,41850.55,53545.13
PRD-10448,Wall Light 547,Home Decor,Lighting,Aura Living,13461.28,17792.37
PRD-10449,Smart Camera 726,Electronics,Smart Devices,TechCore India,26986.08,31479.9
PRD-10450,LED Lamp 824,Home Decor,Lighting,DecorNova,556.14,528.33
PRD-10451,Running Shoes 229,Fashion,Footwear,UrbanStyle Wholesale,1197.85,1628.22
PRD-10452,Pendant Light 926,Home Decor,Lighting,DecorNova,3874.28,5633.45
PRD-10453,Storage Box 566,Office Supplies,Storage Items,OfficePro India,4272.1,5675.63
PRD-10454,Notebook 361,Office Supplies,Stationery,Stationery Hub,8192.69,9981.67
PRD-10455,Vase 858,Home Decor,Decorative Items,DecorNova,5410.64,7482.33
PRD-10456,Office Chair 492,Furniture,Chairs,WoodCraft India,30334.16,38027.29
PRD-10457,Smart Camera 354,Electronics,Smart Devices,Nova Imports,51811.17,57159.3
PRD-10458,Wireless Earbuds 283,Electronics,Accessories,TechCore India,46403.54,51354.63
PRD-10459,Organic Mix 892,Grocery,Packaged Food,DailyNeeds Supply,603.04,672.61
PRD-10460,Inkjet Printer 305,Office Supplies,Printers,OfficePro India,7659.7,9023.3
PRD-10461,Decor Sculpture 477,Home Decor,Decorative Items,DecorNova,17408.82,24730.99
PRD-10462,Dining Table 519,Furniture,Tables,Elite Furnishings,44938.51,42691.58
PRD-10463,Decor Sculpture 101,Home Decor,Decorative Items,DecorNova,8676.71,10914.12
PRD-10464,Jeans 529,Fashion,Men Clothing,UrbanStyle Wholesale,1489.65,2293.42
PRD-10465,Wardrobe 337,Furniture,Storage,Elite Furnishings,32406.95,40559.81
PRD-10466,Canvas Art 694,Home Decor,Wall Art,Aura Living,3045.31,4696.55
PRD-10467,Nova 342,Electronics,Mobile Phones,ByteKart Technologies,78830.16,88158.9
PRD-10468,Cleaner 425,Grocery,Household Essentials,PrimeGrocers Ltd,359.92,379.54
PRD-10469,Dining Table 259,Furniture,Tables,UrbanSpace Furniture,2882.75,3986.44
PRD-10470,Keyboard 888,Fashion,Accessories,UrbanStyle Wholesale,765.21,1187.44
PRD-10471,Jeans 926,Fashion,Men Clothing,UrbanStyle Wholesale,1515.47,2339.83
PRD-10472,Vase 955,Home Decor,Decorative Items,DecorNova,13132.98,20230.17
PRD-10473,Wireless Earbuds 793,Fashion,Accessories,TrendHive India,1190.82,1612.19
PRD-10474,Office Chair 669,Furniture,Chairs,WoodCraft India,8570.51,11827.34
PRD-10475,Snacks Pack 112,Grocery,Packaged Food,FreshKart Distributors,1750.3,1896.92
PRD-10476,Study Table 481,Furniture,Tables,Elite Furnishings,30824.81,41089.7
PRD-10477,Wireless Earbuds 166,Electronics,Accessories,TechCore India,18152.85,21218.39
PRD-10478,Wireless Earbuds 572,Electronics,Accessories,TechCore India,36407.79,37135.95
PRD-10479,Canvas Art 491,Home Decor,Wall Art,Aura Living,10522.68,13326.32
PRD-10480,Cabinet 252,Furniture,Storage,WoodCraft India,9981.6,13451.27
PRD-10481,Cabinet 663,Furniture,Storage,WoodCraft India,5974.34,7889.9
PRD-10482,Snacks Pack 758,Grocery,Packaged Food,DailyNeeds Supply,505.79,538.68
PRD-10483,Decor Sculpture 900,Home Decor,Decorative Items,DecorNova,5987.27,8229.42
PRD-10484,Running Shoes 284,Fashion,Footwear,FashionNest Apparel,3651.42,3468.85
PRD-10485,Charger 642,Electronics,Accessories,TechCore India,47480.35,52792.76
PRD-10486,Gaming Chair 346,Furniture,Chairs,Elite Furnishings,33856.22,46970.97
PRD-10487,Wall Light 966,Home Decor,Lighting,DecorNova,14731.67,19522.84
PRD-10488,Coffee Table 425,Furniture,Tables,Elite Furnishings,3496.79,4379.56
PRD-10489,Marker Kit 460,Office Supplies,Stationery,Corporate Essentials,5991.27,6951.58
PRD-10490,Marker Kit 416,Office Supplies,Stationery,Stationery Hub,5014.03,6364.65
PRD-10491,UltraBook 639,Electronics,Laptops,Nova Imports,30068.29,34585.11
PRD-10492,Wardrobe 921,Furniture,Storage,UrbanSpace Furniture,7116.72,8647.01
PRD-10493,UltraBook 966,Electronics,Laptops,Nova Imports,59614.16,66434.85
PRD-10494,Vase 444,Home Decor,Decorative Items,Aura Living,13861.53,19436.49
PRD-10495,Tissue Pack 424,Grocery,Household Essentials,DailyNeeds Supply,507.88,560.56
PRD-10496,Vase 781,Home Decor,Decorative Items,Aura Living,16048.49,23962.7
PRD-10497,Canvas Art 846,Home Decor,Wall Art,DecorNova,5661.26,14842.94
PRD-10498,Marker Kit 425,Office Supplies,Stationery,OfficePro India,3673.64,4291.97
PRD-10499,Executive Chair 439,Furniture,Chairs,WoodCraft India,46031.05,56496.84
PRD-10500,Dress 941,Fashion,Women Clothing,TrendHive India,4761.14,7170.76
PRD-10501,Keyboard 314,Fashion,Accessories,UrbanStyle Wholesale,1088.64,1676.14
PRD-10502,T-Shirt 149,Fashion,Men Clothing,TrendHive India,4390.14,7051.79
PRD-10503,Corner Sofa 459,Furniture,Sofas,WoodCraft India,40714.94,54222.39
PRD-10504,Tissue Pack 330,Grocery,Household Essentials,PrimeGrocers Ltd,1390.71,1538.72
PRD-10505,Keyboard 367,Electronics,Accessories,TechCore India,23725.1,26420.87
PRD-10506,Snacks Pack 660,Grocery,Packaged Food,PrimeGrocers Ltd,457.99,512.44
PRD-10507,Wireless Earbuds 541,Fashion,Accessories,TrendHive India,4731.48,6452.79
PRD-10508,Snacks Pack 439,Grocery,Packaged Food,FreshKart Distributors,1417.04,1577.55
PRD-10509,Decor Sculpture 776,Home Decor,Decorative Items,CraftEdge Home,3857.33,5588.43
PRD-10510,File Organizer 155,Office Supplies,Storage Items,Stationery Hub,9163.33,10600.04
PRD-10511,Wireless Earbuds 126,Fashion,Accessories,UrbanStyle Wholesale,3547.62,5158.5
PRD-10512,Smart Camera 903,Electronics,Smart Devices,TechCore India,74329.71,87429.4
PRD-10513,Smart Camera 490,Electronics,Smart Devices,Nova Imports,75819.99,84285.13
PRD-10514,Coffee 677,Grocery,Beverages,FreshKart Distributors,1726.84,1909.9
PRD-10515,Wall Light 452,Home Decor,Lighting,DecorNova,6586.28,10143.66
PRD-10516,Gaming Chair 528,Furniture,Chairs,WoodCraft India,3776.37,4981.99
PRD-10517,Cleaner 406,Grocery,Household Essentials,FreshKart Distributors,475.42,494.84
PRD-10518,Wall Light 629,Home Decor,Lighting,CraftEdge Home,1815.98,2712.53
PRD-10519,Smart Watch 316,Electronics,Smart Devices,Nova Imports,30490.62,34887.97
PRD-10520,Canvas Art 954,Home Decor,Wall Art,DecorNova,1587.52,2159.59
PRD-10521,SmartOne 665,Electronics,Mobile Phones,ByteKart Technologies,45461.85,52408.15
PRD-10522,Smart Camera 253,Electronics,Smart Devices,TechCore India,28906.44,32703.76
PRD-10523,PixelMax 988,Electronics,Mobile Phones,TechCore India,71448.33,80741.06
PRD-10524,Tissue Pack 723,Grocery,Household Essentials,DailyNeeds Supply,481.26,496.75
PRD-10525,Instant Meal 797,Grocery,Packaged Food,PrimeGrocers Ltd,1742.8,1798.42
PRD-10526,Saree 375,Fashion,Women Clothing,UrbanStyle Wholesale,4398.57,6752.37
PRD-10527,Running Shoes 978,Fashion,Footwear,FashionNest Apparel,4707.52,7671.25
PRD-10528,Coffee Table 553,Furniture,Tables,WoodCraft India,49900.84,63381.17
PRD-10529,Canvas Art 292,Home Decor,Wall Art,CraftEdge Home,15413.61,21435.33
PRD-10530,Detergent 627,Grocery,Household Essentials,DailyNeeds Supply,970.15,1054.04
PRD-10531,Vase 899,Home Decor,Decorative Items,Aura Living,17511.44,27920.75
PRD-10532,Dining Table 133,Furniture,Tables,Elite Furnishings,38877.12,49900.86
PRD-10533,Pendant Light 943,Home Decor,Lighting,Aura Living,8600.73,12971.22
PRD-10534,Pendant Light 600,Home Decor,Lighting,DecorNova,5003.91,6448.37
PRD-10535,Storage Box 267,Office Supplies,Storage Items,Stationery Hub,3610.76,4359.8
PRD-10536,LED Lamp 495,Home Decor,Lighting,Aura Living,6137.27,14712.1
PRD-10537,Dining Table 793,Furniture,Tables,UrbanSpace Furniture,4020.47,4838.94
PRD-10538,Notebook 585,Office Supplies,Stationery,Corporate Essentials,9878.45,12205.36
PRD-10539,Pen Set 722,Office Supplies,Stationery,OfficePro India,3904.83,5021.34
PRD-10540,Decor Sculpture 485,Home Decor,Decorative Items,Aura Living,4599.6,7278.8
PRD-10541,Wireless Earbuds 107,Fashion,Accessories,TrendHive India,3974.46,5489.9
PRD-10542,Sandals 210,Fashion,Footwear,FashionNest Apparel,2204.39,3654.2
PRD-10543,Running Shoes 771,Fashion,Footwear,FashionNest Apparel,4734.71,7166.41
PRD-10544,Kurti 158,Fashion,Women Clothing,UrbanStyle Wholesale,3144.37,4428.73
PRD-10545,Inkjet Printer 797,Office Supplies,Printers,Corporate Essentials,9912.57,11858.75
PRD-10546,Coffee 514,Grocery,Beverages,DailyNeeds Supply,1886.61,2053.51
PRD-10547,Decor Sculpture 843,Home Decor,Decorative Items,DecorNova,12272.41,17542.69
PRD-10548,Tissue Pack 407,Grocery,Household Essentials,DailyNeeds Supply,476.73,498.61
PRD-10549,Notebook 582,Office Supplies,Stationery,Stationery Hub,2282.81,2710.35
PRD-10550,Pen Set 770,Office Supplies,Stationery,Corporate Essentials,7817.89,9538.02
PRD-10551,Abstract Painting 480,Home Decor,Wall Art,Aura Living,1439.5,2287.63
PRD-10552,Instant Meal 694,Grocery,Packaged Food,PrimeGrocers Ltd,1769.9,1970.78
PRD-10553,Office Chair 642,Furniture,Chairs,UrbanSpace Furniture,49755.58,61437.15
PRD-10554,Study Table 519,Furniture,Tables,Elite Furnishings,21019.62,28411.12
PRD-10555,Instant Meal 284,Grocery,Packaged Food,DailyNeeds Supply,1398.12,1459.43
PRD-10556,Wall Light 159,Home Decor,Lighting,Aura Living,16371.91,39151.75
PRD-10557,Dining Table 232,Furniture,Tables,WoodCraft India,12743.25,16660.46
PRD-10558,Coffee 104,Grocery,Beverages,DailyNeeds Supply,1194.02,1292.18
PRD-10559,Jeans 118,Fashion,Men Clothing,FashionNest Apparel,639.14,1059.13
PRD-10560,Study Table 419,Furniture,Tables,UrbanSpace Furniture,14748.8,18080.6
PRD-10561,Laser Printer 943,Office Supplies,Printers,OfficePro India,8898.61,11934.2
PRD-10562,Tissue Pack 636,Grocery,Household Essentials,PrimeGrocers Ltd,1727.01,1904.64
PRD-10563,Cabinet 868,Furniture,Storage,WoodCraft India,33451.62,43827.36
PRD-10564,Snacks Pack 844,Grocery,Packaged Food,FreshKart Distributors,192.23,205.06
PRD-10565,ZenPro 828,Electronics,Laptops,TechCore India,32951.64,35711.93
PRD-10566,T-Shirt 777,Fashion,Men Clothing,TrendHive India,3672.42,5595.14
PRD-10567,SmartOne 489,Electronics,Mobile Phones,ByteKart Technologies,11078.47,11949.5
PRD-10568,Office Chair 777,Furniture,Chairs,WoodCraft India,34796.42,42285.52
PRD-10569,File Organizer 528,Office Supplies,Storage Items,Corporate Essentials,8526.95,10650.41
PRD-10570,Decor Sculpture 216,Home Decor,Decorative Items,DecorNova,9767.56,14234.68
PRD-10571,Saree 402,Fashion,Women Clothing,FashionNest Apparel,4158.47,6120.16
PRD-10572,Luxury Sofa 102,Furniture,Sofas,WoodCraft India,34544.78,32817.54
PRD-10573,Smart Watch 898,Electronics,Smart Devices,Nova Imports,25027.12,29137.12
PRD-10574,Top 370,Fashion,Women Clothing,FashionNest Apparel,4027.64,6365.52
PRD-10575,Office Chair 920,Furniture,Chairs,WoodCraft India,42827.92,58822.39
PRD-10576,XPhone 972,Electronics,Mobile Phones,TechCore India,58127.22,67358.5
PRD-10577,Tissue Pack 195,Grocery,Household Essentials,DailyNeeds Supply,1400.99,1528.78
PRD-10578,Smart Camera 378,Electronics,Smart Devices,ByteKart Technologies,51395.85,58994.89
PRD-10579,Detergent 235,Grocery,Household Essentials,FreshKart Distributors,334.04,370.54
PRD-10580,Gaming Chair 594,Furniture,Chairs,WoodCraft India,43848.49,52874.68
PRD-10581,Recliner 129,Furniture,Sofas,WoodCraft India,41639.2,51040.25
PRD-10582,Pendant Light 215,Home Decor,Lighting,Aura Living,6901.84,10423.35
PRD-10583,Canvas Art 785,Home Decor,Wall Art,DecorNova,3466.97,5326.27
PRD-10584,Marker Kit 844,Office Supplies,Stationery,Stationery Hub,8338.13,10435.12
PRD-10585,Vase 959,Home Decor,Decorative Items,Aura Living,425.8,575.03
PRD-10586,ThinkEdge 990,Electronics,Laptops,ByteKart Technologies,51269.52,60372.64
PRD-10587,Sandals 328,Fashion,Footwear,UrbanStyle Wholesale,3232.7,4658.1
PRD-10588,Office Chair 920,Furniture,Chairs,WoodCraft India,32432.27,42421.31
PRD-10589,Juice 609,Grocery,Beverages,DailyNeeds Supply,1564.09,1626.07
PRD-10590,Energy Drink 662,Grocery,Beverages,FreshKart Distributors,1526.84,1450.5
PRD-10591,Storage Box 620,Office Supplies,Storage Items,Corporate Essentials,9633.62,11737.36
PRD-10592,Juice 936,Grocery,Beverages,DailyNeeds Supply,1272.59,1417.52
PRD-10593,Storage Box 833,Office Supplies,Storage Items,Corporate Essentials,1114.85,1491.05
PRD-10594,XPhone 449,Electronics,Mobile Phones,Nova Imports,56591.43,59920.07
PRD-10595,File Organizer 146,Office Supplies,Storage Items,Stationery Hub,3079.54,3977.64
PRD-10596,Decor Sculpture 209,Home Decor,Decorative Items,CraftEdge Home,1626.81,2364.99
PRD-10597,Snacks Pack 833,Grocery,Packaged Food,DailyNeeds Supply,704.85,765.38
PRD-10598,SmartOne 774,Electronics,Mobile Phones,ByteKart Technologies,8430.65,9807.37
PRD-10599,SmartOne 620,Electronics,Mobile Phones,ByteKart Technologies,78011.67,91738.14
PRD-10600,Study Table 773,Furniture,Tables,Elite Furnishings,37983.29,46568.17
PRD-10601,Laser Printer 380,Office Supplies,Printers,Stationery Hub,7606.81,8785.24
PRD-10602,Gaming Mouse 522,Fashion,Accessories,UrbanStyle Wholesale,306.19,448.04
PRD-10603,Inkjet Printer 828,Office Supplies,Printers,Corporate Essentials,4937.57,6438.99
PRD-10604,Coffee Table 831,Furniture,Tables,Elite Furnishings,34798.18,44861.14
PRD-10605,Wall Light 282,Home Decor,Lighting,CraftEdge Home,5690.45,9098.99
PRD-10606,Charger 790,Electronics,Accessories,ByteKart Technologies,36963.6,40980.82
PRD-10607,Snacks Pack 125,Grocery,Packaged Food,PrimeGrocers Ltd,343.98,378.91
PRD-10608,PowerLite 393,Electronics,Laptops,ElectroHub Supply,57026.17,61514.13
PRD-10609,Dress 467,Fashion,Women Clothing,TrendHive India,595.43,945.65
PRD-10610,Vase 860,Home Decor,Decorative Items,CraftEdge Home,13193.87,17754.21
PRD-10611,Canvas Art 490,Home Decor,Wall Art,CraftEdge Home,19032.01,24796.24
PRD-10612,Jacket 307,Fashion,Men Clothing,UrbanStyle Wholesale,2275.21,3822.96
PRD-10613,Instant Meal 826,Grocery,Packaged Food,PrimeGrocers Ltd,851.06,925.5
PRD-10614,File Organizer 894,Office Supplies,Storage Items,Corporate Essentials,4036.18,4862.96
